age,education,balance,duration
27,tertiary,691,357
35,secondary,183,12
47,tertiary,917,518
33,tertiary,1412,433
38,tertiary,569,105
32,tertiary,2770,44
27,secondary,116,138
34,tertiary,457,144
52,secondary,1351,11
49,secondary,-268,42
33,secondary,211,217
35,secondary,6809,139
53,secondary,849,3102
27,secondary,165,1160
27,secondary,6492,7
29,tertiary,195,210
42,secondary,769,187
47,secondary,691,285
55,secondary,-157,354
42,secondary,419,198
59,tertiary,3444,241
49,primary,183,257
59,secondary,1226,270
50,secondary,-298,68
34,secondary,904,199
27,secondary,1024,280
41,unknown,2701,278
35,secondary,2158,288
33,tertiary,350,148
46,primary,1251,665
46,secondary,22,8
29,primary,2,10
55,secondary,517,47
44,tertiary,2938,107
58,secondary,-37,150
40,tertiary,49,249
29,secondary,0,437
56,primary,145,124
35,secondary,547,527
34,secondary,196,59
33,secondary,10,71
28,secondary,1137,129
30,secondary,2303,193
28,tertiary,247,1192
27,tertiary,13,24
38,primary,558,427
30,tertiary,0,108
36,primary,392,148
32,primary,-184,129
56,secondary,1272,290
45,secondary,415,74
54,tertiary,184,13
32,secondary,1879,591
46,secondary,122,1047
33,tertiary,17946,195
32,unknown,4110,119
19,unknown,1169,463
36,secondary,1102,236
30,secondary,522,197
49,tertiary,488,110
37,secondary,95,454
47,primary,1279,479
57,primary,1532,286
28,primary,236,460
44,secondary,1258,607
31,secondary,690,92
52,primary,320,306
40,primary,451,356
22,secondary,0,229
30,tertiary,520,157
31,secondary,1201,270
34,tertiary,0,787
27,tertiary,26,31
52,secondary,289,102
35,secondary,2074,183
52,tertiary,1089,216
48,unknown,11298,97
55,primary,274,7
28,secondary,1134,130
32,unknown,4,35
37,secondary,924,181
31,secondary,476,284
40,secondary,108,10
38,primary,2198,269
37,secondary,688,158
50,primary,859,56
33,tertiary,594,21
51,tertiary,2242,11
31,secondary,783,10
47,primary,1675,38
26,tertiary,479,133
51,secondary,2785,23
28,secondary,-579,84
28,secondary,456,16
29,secondary,291,12
49,primary,474,152
41,tertiary,873,16
46,tertiary,291,105
47,secondary,520,7
39,secondary,208,122
33,secondary,347,7
33,tertiary,-848,12
40,secondary,100,38
46,unknown,1106,14
35,tertiary,354,117
35,primary,-84,19
33,secondary,0,47
30,primary,243,133
38,secondary,452,69
34,primary,1702,22
36,secondary,106,51
56,secondary,0,139
53,primary,559,16
43,secondary,130,146
29,secondary,103,502
32,primary,183,308
27,secondary,539,268
33,secondary,0,176
33,tertiary,79,390
40,tertiary,89,148
27,secondary,556,11
32,secondary,298,12
28,secondary,5679,701
37,secondary,1290,87
39,tertiary,1493,912
32,unknown,881,79
45,secondary,1134,102
31,tertiary,395,155
52,tertiary,749,342
31,secondary,655,190
28,secondary,313,1183
35,secondary,694,29
43,tertiary,938,71
39,secondary,1972,82
34,secondary,1,185
32,secondary,322,117
35,tertiary,182,27
37,secondary,408,28
59,secondary,968,105
52,secondary,-462,172
45,primary,2249,247
49,primary,3103,26
33,secondary,559,18
48,tertiary,0,18
58,secondary,729,60
57,tertiary,105,415
44,secondary,-393,45
47,secondary,870,36
57,unknown,288,42
32,secondary,106,12
41,tertiary,367,13
31,tertiary,1815,1541
45,primary,1512,13
27,secondary,-550,176
39,secondary,132,170
30,tertiary,3773,75
27,tertiary,317,59
50,primary,3690,13
33,secondary,1029,345
40,secondary,99,15
32,tertiary,-359,122
27,tertiary,1918,61
59,primary,413,109
32,secondary,360,175
41,secondary,242,116
32,secondary,183,17
41,tertiary,371,107
40,tertiary,16,47
30,primary,15261,43
45,secondary,52,122
33,tertiary,700,126
30,secondary,2174,191
66,primary,206,479
76,primary,2590,68
26,secondary,255,190
30,secondary,270,123
36,secondary,0,101
48,unknown,1009,138
32,secondary,0,7
38,secondary,844,12
36,secondary,1245,8
31,secondary,2088,15
28,tertiary,4987,253
28,secondary,659,70
26,secondary,477,58
33,secondary,191,118
56,tertiary,505,108
39,secondary,20,686
52,unknown,2709,48
46,secondary,561,84
34,secondary,764,89
29,tertiary,0,102
40,tertiary,516,175
29,secondary,160,844
29,tertiary,176,204
43,tertiary,58,48
48,tertiary,150,168
34,secondary,0,30
31,tertiary,381,42
27,tertiary,10,17
54,secondary,2047,150
49,primary,48,433
27,secondary,154,24
48,secondary,861,49
29,secondary,28,96
35,secondary,0,226
42,primary,0,216
35,secondary,-100,13
28,tertiary,164,92
58,primary,42,96
60,secondary,21,172
40,secondary,201,25
30,secondary,237,112
37,tertiary,784,41
34,tertiary,582,189
31,secondary,937,51
44,secondary,432,132
53,secondary,-376,90
52,tertiary,1646,92
36,secondary,115,71
40,primary,1389,161
45,secondary,4365,45
48,primary,683,144
46,secondary,692,388
29,tertiary,673,835
28,secondary,217,379
31,tertiary,43,297
27,tertiary,406,269
49,tertiary,631,140
48,tertiary,354,37
31,secondary,42,473
32,tertiary,586,12
27,secondary,1301,817
34,tertiary,677,37
41,tertiary,1256,147
27,primary,799,106
30,primary,163,224
51,tertiary,285,278
42,secondary,49,7
30,tertiary,82,48
31,tertiary,153,65
45,secondary,17609,222
54,secondary,2895,20
49,secondary,267,23
44,primary,-43,290
47,secondary,0,168
34,primary,81,44
41,secondary,5608,64
44,secondary,304,15
40,primary,3462,171
28,tertiary,385,79
37,secondary,356,33
33,secondary,93,211
26,secondary,1114,44
33,secondary,0,91
42,tertiary,1285,21
36,secondary,546,297
49,secondary,320,1971
32,tertiary,358,103
32,tertiary,261,13
27,unknown,3196,10
41,unknown,230,155
41,primary,819,244
51,secondary,-229,18
32,secondary,316,14
32,tertiary,19985,616
29,secondary,362,826
31,tertiary,830,150
27,secondary,-172,125
25,tertiary,103,52
24,unknown,1179,122
34,secondary,0,97
53,tertiary,8627,66
36,tertiary,99,86
47,secondary,292,277
42,tertiary,757,154
37,secondary,248,77
38,tertiary,184,64
38,tertiary,380,100
51,tertiary,1347,160
43,tertiary,40,147
61,tertiary,1257,503
35,secondary,1693,515
66,primary,1323,207
38,tertiary,0,49
40,secondary,5060,154
59,primary,1723,39
27,tertiary,73,159
31,tertiary,373,132
44,secondary,2981,118
36,tertiary,2012,188
33,tertiary,627,208
32,tertiary,1138,402
30,tertiary,302,528
57,tertiary,2887,123
31,tertiary,3,331
33,secondary,369,446
69,primary,2346,354
39,secondary,363,67
31,secondary,554,80
40,tertiary,4736,285
28,tertiary,174,56
54,tertiary,26306,27
26,tertiary,1222,108
58,tertiary,26831,56
58,primary,4198,309
19,unknown,0,123
31,secondary,0,112
30,secondary,1599,152
41,secondary,1066,109
46,tertiary,2732,184
31,tertiary,2603,280
22,secondary,381,227
20,secondary,1191,274
22,secondary,33,369
37,secondary,1314,118
83,primary,3349,89
71,unknown,362,139
33,tertiary,1778,388
48,tertiary,5689,262
85,primary,12114,165
43,tertiary,36,61
72,tertiary,0,99
46,secondary,2232,121
36,tertiary,635,56
26,tertiary,11862,119
37,tertiary,127,71
63,secondary,859,92
45,secondary,2403,147
53,tertiary,2152,75
33,tertiary,3552,158
63,tertiary,133,104
27,tertiary,4991,123
54,tertiary,2960,94
90,secondary,1,152
27,tertiary,970,55
54,secondary,1872,439
67,tertiary,1341,706
27,tertiary,3733,299
64,secondary,1473,121
42,unknown,7702,138
38,secondary,187,66
71,primary,4657,93
35,secondary,188,75
58,secondary,4700,93
44,secondary,397,127
42,unknown,3274,137
47,tertiary,0,261
44,tertiary,348,170
37,secondary,2442,91
37,secondary,1543,138
28,tertiary,805,331
64,primary,0,65
27,tertiary,516,57
82,tertiary,278,223
21,secondary,2265,92
36,secondary,953,38
51,secondary,195,105
25,tertiary,2506,485
63,secondary,1612,233
60,secondary,2063,73
32,tertiary,312,232
51,secondary,196,88
59,tertiary,1831,122
73,tertiary,459,281
26,secondary,620,104
74,secondary,1714,127
62,tertiary,5943,196
65,tertiary,2416,221
57,primary,403,63
47,secondary,335,226
62,unknown,800,737
38,secondary,755,120
71,secondary,2850,185
29,secondary,1135,323
26,secondary,827,97
61,primary,197,113
29,tertiary,8749,141
31,tertiary,2332,228
64,primary,315,154
57,primary,720,202
75,primary,358,364
54,tertiary,511,1201
37,tertiary,5355,466
68,secondary,445,475
29,tertiary,5359,147
61,tertiary,1263,176
51,primary,1443,172
41,secondary,4047,343
24,secondary,23878,185
78,primary,158,360
24,secondary,167,134
39,tertiary,0,224
59,secondary,26,92
59,secondary,1047,83
85,primary,7613,355
31,tertiary,131,332
32,tertiary,2340,89
29,tertiary,15459,264
51,secondary,117,442
39,secondary,2266,208
28,secondary,0,209
39,secondary,4101,146
28,secondary,119,260
30,tertiary,985,88
56,tertiary,722,134
21,secondary,164,78
44,primary,558,268
25,tertiary,4923,266
26,secondary,2509,654
80,primary,1021,37
28,tertiary,1287,65
48,tertiary,1808,245
37,secondary,1130,152
71,tertiary,653,367
62,unknown,2021,361
78,primary,2735,418
26,secondary,834,90
28,tertiary,3611,141
36,tertiary,-1,88
25,unknown,2503,100
29,secondary,48,51
26,tertiary,313,210
43,tertiary,983,97
56,secondary,935,112
35,secondary,2823,74
34,tertiary,88,180
54,primary,258,29
27,secondary,1187,232
29,tertiary,238,79
43,secondary,477,476
41,tertiary,144,123
38,tertiary,807,74
49,tertiary,503,118
36,secondary,725,123
45,tertiary,273,94
36,secondary,6384,59
41,secondary,349,48
30,tertiary,5561,195
53,secondary,264,429
30,secondary,601,154
29,tertiary,1275,45
25,tertiary,760,58
50,unknown,8345,194
34,primary,-398,47
25,secondary,1231,412
25,tertiary,3730,353
30,tertiary,617,192
73,tertiary,1641,49
31,tertiary,924,172
47,tertiary,1147,204
37,tertiary,708,32
28,tertiary,2489,342
66,secondary,995,131
75,secondary,1470,49
41,secondary,280,87
46,secondary,3434,115
42,tertiary,576,156
28,secondary,1363,79
45,secondary,4367,71
37,secondary,3427,46
33,tertiary,1636,165
30,tertiary,6836,30
38,secondary,5115,99
39,primary,581,233
33,secondary,607,110
42,secondary,1376,712
33,secondary,218,169
31,tertiary,2667,73
34,tertiary,1036,78
28,tertiary,356,76
35,secondary,52,378
36,tertiary,1381,149
55,secondary,0,116
62,secondary,367,139
43,primary,3917,154
31,tertiary,982,142
45,secondary,129,145
35,tertiary,5367,69
37,tertiary,549,239
26,secondary,1595,54
25,secondary,1116,170
33,tertiary,21,202
29,tertiary,92,175
49,tertiary,2881,120
35,unknown,1055,59
63,tertiary,661,56
61,tertiary,32685,1447
33,secondary,1925,76
25,secondary,1099,131
35,secondary,-85,136
44,secondary,250,382
54,secondary,25,88
27,tertiary,2033,39
54,secondary,602,143
28,tertiary,730,631
27,secondary,1177,133
30,secondary,523,83
94,secondary,1234,212
47,secondary,293,499
34,secondary,215,350
38,secondary,2549,103
37,tertiary,0,426
25,tertiary,42,320
29,secondary,316,156
62,secondary,4562,168
58,secondary,10180,180
46,tertiary,0,305
56,tertiary,281,96
49,tertiary,523,152
23,secondary,486,87
28,secondary,126,229
54,tertiary,446,133
32,tertiary,3820,105
68,secondary,1316,92
33,tertiary,250,377
24,tertiary,1030,396
48,primary,606,77
27,tertiary,0,82
60,secondary,404,308
72,unknown,588,66
50,secondary,268,61
32,tertiary,506,63
23,tertiary,0,168
25,secondary,771,86
59,unknown,8674,64
83,primary,1097,181
36,secondary,2061,53
19,unknown,27,86
53,secondary,2693,90
45,secondary,2353,182
41,tertiary,203,90
29,secondary,873,41
48,primary,1296,119
35,tertiary,3698,106
28,secondary,5763,196
31,tertiary,883,112
66,tertiary,2820,115
26,secondary,651,84
30,unknown,988,167
30,tertiary,2539,199
29,secondary,2326,195
36,tertiary,811,229
57,tertiary,256,227
26,unknown,598,136
21,secondary,682,266
44,tertiary,483,207
23,tertiary,1506,131
34,tertiary,575,116
26,tertiary,1274,101
79,secondary,8304,303
32,secondary,409,217
38,tertiary,1101,78
29,tertiary,676,93
28,secondary,6551,97
37,tertiary,1316,350
52,secondary,0,164
35,tertiary,671,112
47,tertiary,2351,80
61,tertiary,997,106
30,tertiary,4808,272
23,secondary,3092,56
34,secondary,4447,75
70,secondary,6422,122
28,tertiary,3623,261
34,tertiary,1674,113
52,tertiary,31,135
27,secondary,464,103
28,secondary,171,93
19,secondary,1803,59
43,secondary,1358,159
28,tertiary,111,70
30,secondary,685,230
29,secondary,345,60
57,tertiary,2681,266
24,tertiary,-61,95
25,tertiary,4461,796
41,secondary,0,101
52,secondary,2993,96
59,secondary,0,74
32,tertiary,8929,126
65,primary,715,323
34,secondary,1085,101
43,tertiary,2987,103
44,tertiary,1058,188
50,secondary,388,203
32,tertiary,-34,101
64,tertiary,1319,56
63,primary,1840,71
70,unknown,1236,58
44,tertiary,423,2330
33,tertiary,258,80
49,tertiary,1807,229
53,secondary,0,80
31,tertiary,71,119
61,tertiary,1332,156
37,tertiary,33,186
64,unknown,2923,120
58,tertiary,5810,139
30,tertiary,3473,1209
25,tertiary,1259,85
28,secondary,387,61
47,secondary,238,3076
61,tertiary,5157,432
60,secondary,1740,296
56,secondary,1928,61
78,secondary,499,80
48,secondary,1981,291
45,tertiary,10768,104
30,secondary,7387,93
62,tertiary,4886,44
57,primary,1610,147
28,secondary,459,83
36,tertiary,3407,392
68,unknown,518,74
30,tertiary,739,163
37,secondary,1045,406
43,secondary,132,220
22,secondary,2139,133
46,secondary,974,178
37,tertiary,1000,195
31,tertiary,115,187
44,tertiary,3665,325
31,secondary,180,299
30,tertiary,201,325
26,tertiary,657,159
29,tertiary,261,136
27,secondary,672,236
33,tertiary,154,159
30,tertiary,8089,232
83,secondary,0,140
32,tertiary,8866,278
35,secondary,2,194
59,secondary,259,224
33,tertiary,1107,201
41,secondary,-675,147
59,secondary,3735,203
37,tertiary,1730,167
55,secondary,9329,181
31,secondary,447,220
28,secondary,5916,93
24,secondary,493,47
32,tertiary,376,248
26,tertiary,2786,415
46,tertiary,6651,233
53,secondary,10185,115
30,tertiary,2,269
37,secondary,127,83
73,tertiary,448,136
57,tertiary,1292,89
41,tertiary,120,81
34,secondary,978,132
49,tertiary,377,74
41,secondary,158,115
58,secondary,111,58
26,tertiary,15,116
53,tertiary,2245,125
46,tertiary,-130,144
76,primary,3049,170
46,tertiary,11385,269
83,primary,46,115
40,tertiary,0,506
26,tertiary,689,78
23,secondary,4126,96
34,tertiary,212,278
24,secondary,1250,411
41,tertiary,25,117
39,secondary,2981,200
38,secondary,6706,143
48,secondary,0,94
21,tertiary,242,131
37,primary,623,267
28,secondary,1277,475
40,secondary,5,86
55,primary,325,439
43,secondary,3301,278
57,primary,571,181
29,primary,201,101
34,secondary,390,95
77,secondary,9601,515
36,secondary,565,300
58,tertiary,1384,342
45,unknown,2466,124
32,tertiary,658,283
38,tertiary,1988,164
47,tertiary,649,78
46,secondary,70,229
57,unknown,0,102
35,tertiary,122,277
50,secondary,0,689
27,secondary,213,378
33,tertiary,215,101
57,secondary,3858,558
69,unknown,647,199
46,secondary,-522,243
32,secondary,234,166
59,tertiary,9676,234
19,primary,134,271
25,tertiary,316,347
23,tertiary,2143,180
32,tertiary,1613,253
44,secondary,2756,57
26,secondary,1327,171
49,tertiary,255,96
32,secondary,2833,415
31,primary,620,95
47,tertiary,3663,364
23,tertiary,1004,114
22,secondary,114,517
32,unknown,2321,167
30,tertiary,6495,78
27,tertiary,831,1081
73,primary,2308,163
26,tertiary,2855,52
36,tertiary,9324,138
24,secondary,753,259
57,tertiary,6468,684
41,tertiary,1468,237
30,tertiary,311,158
60,secondary,7336,494
34,tertiary,2658,265
29,tertiary,250,371
55,secondary,0,829
33,secondary,260,248
32,tertiary,392,957
26,secondary,274,351
36,secondary,45,131
35,secondary,-121,73
46,tertiary,10469,202
32,tertiary,250,247
39,secondary,688,233
59,secondary,1035,126
40,tertiary,250,107
46,secondary,184,836
33,secondary,285,427
40,primary,442,212
47,secondary,398,274
38,tertiary,172,1176
27,tertiary,0,124
37,secondary,1180,786
32,tertiary,1743,1156
46,tertiary,507,1196
27,tertiary,393,165
44,secondary,5780,525
54,secondary,1004,479
35,secondary,0,295
38,secondary,10,117
63,tertiary,-39,387
46,tertiary,926,463
49,primary,686,286
34,secondary,1924,161
52,secondary,1256,498
45,secondary,396,251
41,secondary,0,625
58,tertiary,315,121
49,tertiary,20727,285
38,secondary,2422,257
19,unknown,779,184
52,secondary,2070,74
37,tertiary,457,510
34,secondary,13408,647
54,tertiary,5399,80
34,secondary,1474,739
56,tertiary,480,173
38,unknown,715,951
45,tertiary,753,2870
24,secondary,-220,90
50,tertiary,405,82
49,secondary,182,303
37,secondary,0,473
33,secondary,3576,124
32,secondary,471,243
42,tertiary,2772,244
33,tertiary,3161,313
52,tertiary,-2712,253
22,secondary,722,108
45,tertiary,1683,277
37,secondary,0,450
36,secondary,4613,320
41,unknown,1236,229
23,secondary,165,148
36,secondary,0,748
39,secondary,508,598
48,secondary,0,146
38,unknown,0,477
46,secondary,-30,164
35,tertiary,560,58
35,tertiary,1250,361
45,primary,403,144
54,secondary,1342,80
58,secondary,1,333
47,secondary,1612,1164
74,unknown,161,240
48,secondary,4099,397
35,tertiary,4348,1074
39,tertiary,113,1012
67,primary,4066,104
32,tertiary,233,77
30,tertiary,0,293
34,secondary,705,249
53,primary,1409,464
58,unknown,68,268
28,secondary,1350,173
35,secondary,663,359
40,secondary,879,349
40,primary,738,399
45,primary,4629,285
24,primary,1283,225
35,secondary,2643,96
57,tertiary,1631,254
30,secondary,148,206
26,tertiary,193,48
39,primary,176,189
37,tertiary,489,246
38,secondary,-421,187
44,secondary,887,93
54,primary,136,352
54,tertiary,5417,376
46,unknown,854,478
61,tertiary,0,224
56,primary,0,353
50,tertiary,414,707
24,secondary,496,297
39,tertiary,2869,115
42,secondary,1297,697
35,secondary,3187,445
31,secondary,695,314
34,secondary,-60,84
38,secondary,275,277
32,tertiary,530,170
42,tertiary,782,285
68,secondary,3588,119
56,secondary,3948,484
39,secondary,517,240
73,secondary,1292,420
47,secondary,0,335
51,secondary,657,66
26,secondary,5005,117
54,secondary,1150,660
41,secondary,-41,154
39,secondary,1756,939
41,tertiary,902,134
43,secondary,1943,273
32,secondary,824,272
38,secondary,751,125
39,tertiary,101,441
28,tertiary,172,100
57,primary,211,239
42,tertiary,2249,362
33,tertiary,1636,105
44,secondary,862,582
40,secondary,3164,329
36,secondary,666,190
55,secondary,1613,296
44,tertiary,1136,345
37,secondary,749,121
41,secondary,4910,1090
49,tertiary,523,203
44,secondary,879,383
41,secondary,-68,100
48,primary,4459,439
39,secondary,-152,179
46,secondary,387,298
46,secondary,350,230
40,tertiary,2644,235
44,primary,612,1091
39,tertiary,54,204
47,secondary,-521,148
39,secondary,10200,57
41,secondary,3123,1203
49,tertiary,596,579
37,secondary,1335,309
31,secondary,779,219
50,tertiary,101,43
37,primary,3953,610
29,unknown,1729,479
42,tertiary,473,494
43,tertiary,20,590
46,secondary,1070,194
29,secondary,-547,225
40,tertiary,285,322
54,unknown,4736,475
34,secondary,2729,945
38,secondary,968,272
37,secondary,811,185
36,secondary,382,254
63,secondary,2030,61
24,secondary,1684,112
35,secondary,270,332
38,secondary,1280,916
45,secondary,-73,551
33,tertiary,127,583
38,tertiary,1997,90
26,tertiary,1804,156
44,secondary,8666,172
42,tertiary,11891,158
41,secondary,523,232
